age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
17,Female,No,No,Out-of-state,2.97,1093.0,22,2,1,Computer Science,Part-time,6,Regular,Fall,$30k-$60k,Yes,Yes,2381,No,3.15,61,1,1,80.0,7,5,2,1,3,On-campus,No,12,1,Yes
20,Female,No,No,In-state,4.0,1129.0,25,4,0,Social Sciences,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,Yes,1409,No,2.84,4,1,0,88.2,4,6,1,1,2,On-campus,No,11,1,No
17,Female,No,No,In-state,3.47,1419.0,28,2,3,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,Yes,15580,No,2.46,26,1,0,73.2,9,3,2,3,2,Off-campus,Yes,15,20,No
22,Male,No,No,In-state,3.14,971.0,27,3,3,Education,Full-time,15,Regular,Fall,$100k+,No,Yes,1411,No,2.96,6,1,0,64.2,12,0,0,0,0,Off-campus,No,15,16,No
17,Male,No,No,International,2.43,1065.0,25,7,3,Education,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,9993,No,3.16,4,0,0,86.9,7,7,0,1,0,On-campus,No,11,1,No
17,Female,No,No,In-state,2.36,1329.0,19,2,3,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,No,No,3959,No,3.54,49,0,0,98.1,0,2,1,2,2,On-campus,No,20,11,No
19,Male,Yes,No,Out-of-state,3.35,1293.0,21,0,4,Engineering,Part-time,6,Early Decision,Fall,$60k-$100k,Yes,No,2684,Yes,2.84,120,0,1,97.0,11,9,2,1,1,On-campus,No,23,16,No
18,Female,No,No,In-state,3.49,952.0,23,0,1,Health Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,6547,No,2.9,58,3,0,89.4,8,3,1,1,2,On-campus,No,7,6,No
24,Female,No,No,Out-of-state,3.49,1199.0,25,2,3,Computer Science,Full-time,18,Regular,Summer,$100k+,No,No,4924,Yes,2.65,102,0,1,95.9,4,5,2,0,0,On-campus,No,7,3,Yes
18,Non-binary,No,No,In-state,2.3,934.0,21,2,1,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,No,No,11883,No,3.83,16,0,0,53.0,3,3,3,1,0,At home,No,5,3,Yes
27,Female,No,No,In-state,3.98,1166.0,26,3,4,Business,Part-time,3,Regular,Spring,$60k-$100k,No,Yes,5693,No,3.23,97,2,1,79.8,1,6,4,1,3,On-campus,No,21,1,No
17,Female,No,No,In-state,4.0,1153.0,27,1,2,Engineering,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,4678,Yes,1.81,6,1,1,75.4,18,1,3,0,0,Commuter,No,0,1,Yes
25,Female,Yes,No,In-state,3.01,1098.0,27,0,3,Engineering,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,3524,Yes,2.24,17,0,0,83.3,3,3,2,2,4,Off-campus,Yes,10,5,No
17,Female,Yes,Yes,In-state,2.6,1265.0,24,5,3,Education,Full-time,12,Transfer,Fall,$60k-$100k,Yes,No,7341,Yes,2.72,16,3,1,72.9,4,3,0,2,0,Commuter,No,2,16,Yes
23,Female,No,No,In-state,3.78,879.0,25,2,5,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,41,Yes,2.81,54,3,2,90.4,2,4,1,1,1,On-campus,No,7,2,Yes
23,Male,Yes,No,International,3.44,1002.0,24,4,1,Business,Full-time,15,Early Decision,Fall,<$30k,Yes,No,12682,No,2.23,41,1,0,81.9,31,4,3,0,0,Off-campus,No,3,1,Yes
18,Male,No,No,In-state,3.46,1041.0,29,6,3,Computer Science,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,1317,No,3.01,120,1,1,77.9,1,3,3,5,0,On-campus,No,3,0,No
20,Female,Yes,No,Out-of-state,2.54,1178.0,23,6,4,Computer Science,Full-time,15,Early Decision,Fall,$100k+,Yes,No,3152,No,1.39,6,2,1,62.4,30,2,1,1,1,On-campus,Yes,4,12,Yes
18,Male,No,No,In-state,2.97,926.0,22,4,3,Business,Full-time,12,Early Decision,Fall,$60k-$100k,No,No,9624,No,1.11,21,0,0,88.4,18,5,2,1,1,At home,No,33,0,No
17,Female,Yes,No,Out-of-state,3.65,1156.0,23,5,2,Business,Part-time,6,Transfer,Fall,<$30k,No,No,34798,Yes,2.17,13,0,0,79.6,27,3,1,1,1,On-campus,No,32,6,No
22,Female,Yes,No,Out-of-state,3.25,1261.0,30,5,10,Engineering,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,No,446,No,1.74,57,0,0,87.4,18,6,5,0,3,Off-campus,No,14,19,Yes
19,Male,Yes,No,International,3.61,963.0,22,7,4,Computer Science,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,30903,Yes,3.47,18,0,3,71.7,7,4,1,1,1,At home,No,6,9,No
23,Male,Yes,Yes,In-state,3.46,1321.0,17,1,1,Health Sciences,Full-time,12,Regular,Spring,$30k-$60k,No,No,973,Yes,2.95,7,3,0,87.1,22,4,1,1,0,On-campus,No,11,0,No
21,Male,No,No,In-state,3.6,1108.0,25,7,5,Education,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,5196,No,1.86,5,1,1,74.9,5,3,2,0,2,Off-campus,No,16,9,Yes
19,Female,No,No,In-state,2.88,1135.0,16,3,4,Education,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,6211,No,2.31,28,2,1,90.0,18,2,3,2,2,On-campus,No,13,1,No
17,Female,No,No,In-state,3.6,1501.0,28,5,1,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,2470,No,2.9,109,1,0,86.9,33,2,3,0,1,On-campus,No,8,7,No
18,Male,Yes,No,In-state,3.41,1256.0,34,0,2,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,9426,No,2.19,5,1,1,71.2,1,3,1,2,2,Off-campus,Yes,1,16,No
23,Male,No,No,Out-of-state,2.7,1244.0,25,2,4,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,No,Yes,1629,Yes,2.37,27,0,0,84.4,17,6,2,3,0,On-campus,No,40,10,No
18,Male,No,No,Out-of-state,3.73,1256.0,24,3,1,Engineering,Full-time,18,Regular,Fall,<$30k,No,Yes,8928,No,2.9,70,2,0,98.7,20,1,4,5,2,Off-campus,No,28,4,Yes
20,Female,No,No,In-state,3.62,1188.0,28,1,1,Education,Full-time,15,Regular,Summer,$100k+,No,Yes,5365,No,1.99,67,0,1,90.9,1,4,1,1,3,On-campus,No,29,2,No
17,Male,No,No,International,3.64,1314.0,23,5,1,Health Sciences,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,Yes,6992,No,2.9,3,2,0,66.7,16,9,3,2,2,On-campus,No,29,15,Yes
17,Male,Yes,No,In-state,3.09,1028.0,22,5,3,Engineering,Full-time,18,Regular,Fall,$100k+,Yes,No,6440,No,3.68,1,0,1,60.6,2,3,4,2,0,Commuter,No,7,6,Yes
21,Female,No,No,In-state,3.87,1147.0,26,4,3,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,2362,Yes,4.0,25,0,0,93.0,0,4,2,4,3,Off-campus,No,11,10,No
19,Female,No,No,In-state,2.94,1049.0,17,2,2,Arts & Sciences,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,23422,No,2.92,63,1,0,70.2,1,7,1,3,2,Off-campus,No,23,3,No
22,Female,Yes,No,In-state,3.58,1351.0,30,3,0,Engineering,Full-time,15,Regular,Fall,$60k-$100k,No,Yes,8139,No,2.34,7,0,1,97.2,10,8,2,1,1,Commuter,No,5,26,No
19,Male,Yes,No,Out-of-state,2.79,1199.0,23,3,4,Social Sciences,Full-time,18,Early Decision,Spring,$30k-$60k,Yes,Yes,9811,No,2.25,2,1,2,79.8,41,5,1,1,1,On-campus,No,0,13,No
18,Male,No,No,In-state,3.42,1102.0,25,4,7,Business,Full-time,12,Regular,Fall,<$30k,Yes,No,574,No,3.82,53,0,0,84.1,24,2,3,5,0,Off-campus,No,0,27,No
21,Male,No,No,In-state,2.91,1463.0,25,4,2,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,66168,No,4.0,64,2,1,79.8,31,4,5,1,0,Off-campus,No,0,4,Yes
19,Female,No,Yes,In-state,3.68,1094.0,27,2,2,Education,Full-time,12,Regular,Fall,$60k-$100k,No,No,25186,No,3.66,120,1,1,92.7,4,5,0,1,2,On-campus,No,10,7,No
25,Male,Yes,No,In-state,3.65,1123.0,25,2,3,Health Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,No,No,23355,Yes,3.11,17,1,0,54.9,8,4,1,0,2,On-campus,No,23,21,Yes
26,Female,Yes,No,International,3.52,976.0,25,5,3,Engineering,Full-time,18,Regular,Fall,$100k+,Yes,No,1681,No,2.85,12,1,0,59.1,0,7,3,0,4,On-campus,No,8,3,Yes
17,Female,No,No,Out-of-state,2.81,1130.0,24,4,3,Social Sciences,Part-time,3,Early Decision,Spring,$100k+,Yes,No,35610,No,2.76,11,1,0,73.8,4,2,1,1,2,Off-campus,Yes,3,0,No
21,Male,No,No,In-state,4.0,1387.0,20,2,2,Health Sciences,Full-time,15,Regular,Spring,<$30k,Yes,No,265,No,1.89,0,1,0,78.7,17,3,2,2,0,On-campus,No,35,5,No
19,Male,No,No,In-state,2.88,966.0,17,1,1,Health Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,4011,Yes,2.86,13,0,1,79.1,0,2,4,1,0,Off-campus,No,4,0,No
23,Male,No,No,In-state,2.62,1296.0,23,1,1,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,Yes,4979,Yes,2.21,120,0,0,84.3,14,1,0,3,0,Off-campus,No,27,7,No
20,Male,No,No,In-state,2.34,1084.0,24,2,5,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,17312,No,3.02,1,0,1,48.0,17,2,1,0,0,Off-campus,No,6,1,Yes
23,Non-binary,Yes,No,International,3.33,1433.0,21,1,2,Computer Science,Full-time,18,Regular,Fall,$30k-$60k,No,No,9843,No,3.13,27,0,0,87.8,3,4,2,2,1,On-campus,No,10,17,No
20,Male,No,No,In-state,3.58,1151.0,21,2,1,Business,Full-time,12,Regular,Fall,$60k-$100k,No,Yes,905,No,1.5,33,0,0,80.4,10,10,3,1,1,Off-campus,No,15,4,No
17,Male,No,No,In-state,2.5,1153.0,26,4,2,Education,Full-time,12,Regular,Spring,<$30k,Yes,Yes,2416,No,2.93,80,1,0,80.8,22,3,1,5,1,Commuter,No,23,2,No
24,Female,Yes,No,In-state,2.65,1067.0,18,3,2,Social Sciences,Part-time,3,Regular,Fall,<$30k,Yes,No,4225,No,2.8,54,2,1,85.7,12,3,5,2,1,On-campus,No,26,19,No
19,Female,Yes,No,In-state,3.26,998.0,19,4,7,Arts & Sciences,Full-time,15,Regular,Summer,$100k+,Yes,Yes,8017,No,2.62,29,1,0,94.1,0,5,1,2,1,On-campus,No,0,1,No
23,Female,Yes,No,Out-of-state,2.6,1153.0,16,1,1,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,No,4905,No,2.9,19,1,0,62.9,25,1,1,4,3,On-campus,No,14,0,Yes
18,Male,Yes,No,In-state,2.84,1001.0,24,3,5,Engineering,Full-time,12,Transfer,Fall,$30k-$60k,Yes,No,3660,No,2.64,16,0,1,79.6,1,5,2,3,2,Off-campus,No,7,6,No
19,Male,Yes,No,In-state,3.12,1057.0,22,3,2,Computer Science,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,31552,Yes,2.43,120,2,1,82.7,1,6,3,0,2,On-campus,No,38,5,Yes
21,Female,No,No,In-state,3.03,1288.0,23,3,6,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,6796,Yes,2.88,80,1,0,61.6,5,4,4,2,0,On-campus,No,14,2,Yes
17,Male,No,No,In-state,2.84,1309.0,22,4,1,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,24952,No,2.43,21,0,0,85.2,60,4,0,1,1,On-campus,Yes,11,5,No
19,Female,No,No,In-state,3.05,1174.0,31,5,2,Computer Science,Full-time,15,Early Decision,Fall,$60k-$100k,Yes,No,33456,No,2.87,39,2,0,91.3,0,4,1,1,1,Off-campus,No,18,9,Yes
17,Female,No,Yes,In-state,2.73,1164.0,19,2,3,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,5344,No,2.25,51,1,1,66.7,6,3,1,0,1,On-campus,No,38,3,Yes
22,Male,No,No,In-state,3.28,1077.0,23,3,3,Business,Full-time,12,Regular,Fall,<$30k,Yes,Yes,6107,No,2.74,13,0,0,43.8,7,4,2,1,2,At home,No,2,23,No
18,Male,No,No,In-state,2.79,1063.0,21,5,0,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,Yes,Yes,10011,No,2.67,17,0,0,75.3,0,3,3,1,1,On-campus,No,23,9,No
19,Female,No,No,In-state,2.87,1091.0,23,2,5,Engineering,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,13653,No,2.46,120,0,0,70.2,14,5,1,0,2,Commuter,No,5,13,No
20,Male,Yes,No,In-state,3.4,1278.0,28,4,5,Engineering,Full-time,15,Regular,Fall,$100k+,No,No,30007,No,3.29,119,2,1,86.6,3,2,7,2,1,Commuter,No,25,19,Yes
17,Male,No,No,In-state,3.81,1146.0,26,7,0,Health Sciences,Full-time,15,Transfer,Fall,$30k-$60k,Yes,No,12068,No,2.19,19,0,1,79.8,5,3,2,2,3,At home,No,11,17,No
19,Female,No,No,In-state,3.13,1117.0,18,3,2,Business,Full-time,15,Early Decision,Fall,$100k+,No,Yes,6644,Yes,2.49,66,0,0,68.6,11,3,4,0,3,Off-campus,Yes,3,0,No
17,Female,No,No,In-state,3.98,1004.0,30,5,2,Engineering,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,Yes,13850,Yes,2.65,1,0,0,84.4,7,5,3,0,2,On-campus,No,10,12,No
23,Female,Yes,No,Out-of-state,3.95,1373.0,30,2,4,Business,Full-time,15,Regular,Spring,<$30k,No,No,8573,No,2.57,5,1,0,72.6,27,2,2,0,1,Commuter,No,16,40,No
18,Male,No,No,In-state,2.33,1027.0,16,2,2,Education,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,4788,No,3.71,120,0,1,90.8,20,5,2,1,2,Off-campus,No,0,0,No
17,Male,Yes,No,In-state,3.84,1151.0,18,1,3,Education,Full-time,18,Regular,Fall,$100k+,No,No,11136,No,2.9,69,1,1,59.6,22,3,2,2,1,Off-campus,No,38,1,No
18,Female,No,No,In-state,2.8,1148.0,24,3,4,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,4734,No,3.01,49,0,0,89.9,1,9,3,1,0,On-campus,No,24,2,No
20,Female,Yes,No,In-state,3.59,1275.0,25,4,3,Engineering,Full-time,15,Transfer,Fall,$100k+,Yes,No,3124,Yes,3.04,60,1,2,89.1,23,5,2,0,3,On-campus,No,2,3,Yes
22,Male,No,No,In-state,2.84,1364.0,18,3,1,Business,Full-time,15,Transfer,Fall,<$30k,Yes,No,29371,Yes,2.44,120,0,2,93.6,22,2,4,2,0,Off-campus,No,7,33,No
21,Female,Yes,No,In-state,2.78,1257.0,28,2,1,Education,Part-time,9,Regular,Spring,$60k-$100k,Yes,No,5872,No,3.56,120,0,0,93.1,27,3,2,0,1,At home,No,6,10,No
18,Male,No,No,In-state,3.43,1308.0,18,1,0,Business,Full-time,18,Regular,Spring,$100k+,Yes,No,1191,No,2.67,120,0,1,82.6,27,5,3,1,2,On-campus,No,3,2,No
21,Female,No,No,In-state,3.22,1076.0,21,2,4,Business,Full-time,15,Early Decision,Fall,<$30k,Yes,No,35788,No,2.9,66,0,0,75.0,8,7,1,2,2,On-campus,No,21,1,Yes
17,Male,No,No,In-state,2.96,1250.0,26,3,2,Arts & Sciences,Part-time,3,Early Decision,Fall,$100k+,No,No,4033,Yes,2.68,15,0,1,42.1,14,1,0,1,2,At home,No,48,30,Yes
24,Female,No,No,In-state,3.71,1075.0,33,3,3,Engineering,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,Yes,50396,No,2.32,2,0,0,79.8,5,4,3,1,1,At home,No,14,1,No
19,Male,Yes,Yes,Out-of-state,3.38,1061.0,16,3,2,Business,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,Yes,4261,No,4.0,102,0,0,87.0,11,5,4,0,0,On-campus,No,9,6,No
17,Male,No,No,In-state,4.0,1142.0,20,3,4,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,No,No,42183,No,3.95,66,0,1,86.8,3,7,1,2,1,On-campus,No,33,8,Yes
17,Male,No,No,Out-of-state,3.91,1299.0,26,4,0,Arts & Sciences,Full-time,15,Regular,Summer,<$30k,Yes,Yes,1564,No,2.4,34,1,0,83.2,7,4,0,3,0,On-campus,No,33,1,No
18,Female,No,No,In-state,2.89,1097.0,28,2,2,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,No,21659,No,4.0,6,0,1,83.4,2,4,4,0,2,Commuter,No,11,20,Yes
22,Male,Yes,No,In-state,3.33,1149.0,16,2,1,Education,Full-time,15,Regular,Fall,$100k+,Yes,No,3308,No,3.97,32,3,0,68.9,6,4,4,1,6,On-campus,No,14,8,Yes
22,Female,Yes,No,Out-of-state,3.54,1123.0,22,5,6,Computer Science,Full-time,18,Early Decision,Fall,$100k+,Yes,No,8483,No,2.41,120,1,0,79.8,8,4,4,0,1,Off-campus,No,50,40,No
21,Female,Yes,No,In-state,3.67,1143.0,20,1,3,Engineering,Full-time,15,Regular,Fall,$100k+,Yes,No,32460,No,3.52,9,1,0,63.3,11,4,4,2,0,On-campus,No,18,2,No
23,Male,Yes,Yes,In-state,3.0,999.0,31,1,2,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,No,No,11904,No,3.24,14,0,4,93.9,13,4,0,1,3,On-campus,No,2,36,Yes
18,Female,No,No,In-state,3.42,1232.0,25,3,4,Computer Science,Full-time,12,Regular,Fall,$100k+,Yes,No,17432,Yes,3.12,14,1,0,79.8,23,3,2,3,2,Off-campus,No,4,5,No
21,Female,Yes,No,In-state,2.8,1275.0,19,2,4,Education,Full-time,18,Transfer,Fall,$100k+,No,No,27057,No,3.28,3,0,0,86.3,15,6,1,1,2,Off-campus,No,23,0,No
22,Male,Yes,No,In-state,2.83,1042.0,25,1,4,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,1153,Yes,2.96,33,0,0,92.9,3,6,3,0,0,Off-campus,Yes,6,7,No
21,Female,No,No,In-state,3.27,1085.0,28,0,4,Social Sciences,Full-time,12,Transfer,Fall,$60k-$100k,Yes,Yes,1385,No,2.61,55,0,0,74.8,18,5,1,1,4,Off-campus,No,8,20,No
29,Male,Yes,Yes,In-state,4.0,1307.0,20,4,3,Arts & Sciences,Full-time,12,Regular,Spring,<$30k,No,No,4545,No,3.37,15,1,0,97.2,10,6,2,3,1,At home,No,6,0,No
20,Male,No,Yes,In-state,3.91,1398.0,22,2,4,Engineering,Full-time,12,Regular,Spring,<$30k,Yes,Yes,20671,No,4.0,36,1,0,87.9,0,3,3,2,1,Off-campus,Yes,1,0,No
24,Female,Yes,Yes,In-state,3.22,1120.0,26,1,2,Engineering,Full-time,15,Transfer,Fall,$60k-$100k,No,No,33444,Yes,2.9,70,2,0,66.3,3,5,2,2,0,On-campus,No,8,17,Yes
25,Male,Yes,No,In-state,2.94,1035.0,26,2,2,Engineering,Full-time,15,Regular,Fall,<$30k,Yes,No,4286,No,3.09,12,2,0,84.5,5,1,2,2,0,Commuter,Yes,2,15,Yes
17,Female,No,No,In-state,3.29,1433.0,29,4,1,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,15802,No,3.08,8,0,0,82.1,12,5,5,1,2,On-campus,No,20,0,No
19,Female,No,No,In-state,3.26,1424.0,21,3,2,Health Sciences,Full-time,18,Regular,Spring,$100k+,Yes,No,60811,No,1.54,98,1,1,89.0,15,1,1,2,0,Commuter,No,12,9,No
17,Female,No,No,In-state,3.14,942.0,21,0,3,Engineering,Full-time,18,Early Decision,Spring,$100k+,Yes,Yes,18169,No,2.39,26,0,0,51.5,3,5,2,1,1,Commuter,No,11,1,Yes
17,Female,No,No,In-state,3.09,1162.0,30,6,3,Business,Part-time,6,Regular,Fall,$60k-$100k,Yes,No,4224,No,3.59,23,1,0,79.8,5,5,3,1,1,Off-campus,No,7,1,No
17,Male,Yes,No,Out-of-state,2.94,1038.0,16,2,3,Business,Full-time,12,Regular,Spring,$100k+,No,No,15081,Yes,3.29,6,1,0,78.9,18,3,1,5,1,On-campus,No,9,2,No
20,Male,No,Yes,In-state,2.15,1172.0,30,1,3,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,7360,No,2.92,13,1,1,41.7,0,5,1,2,0,On-campus,Yes,54,24,Yes
17,Female,No,Yes,Out-of-state,2.68,1217.0,27,2,2,Social Sciences,Full-time,18,Early Decision,Summer,$30k-$60k,No,Yes,17655,Yes,3.46,73,2,0,63.4,7,4,3,1,1,On-campus,No,27,10,Yes
17,Female,Yes,No,In-state,3.61,1033.0,24,1,3,Engineering,Full-time,12,Regular,Summer,$100k+,Yes,No,8532,Yes,2.99,6,0,0,55.5,5,7,1,1,2,At home,No,10,6,Yes
23,Female,No,No,In-state,3.93,966.0,30,2,2,Computer Science,Full-time,18,Regular,Spring,<$30k,No,Yes,4175,No,3.42,18,1,1,74.9,34,4,1,1,0,At home,Yes,13,6,No
23,Male,Yes,No,In-state,2.95,1075.0,21,5,4,Engineering,Part-time,3,Regular,Spring,<$30k,No,No,2562,Yes,1.68,120,0,1,52.0,3,3,3,1,1,On-campus,No,36,14,Yes
23,Female,Yes,No,In-state,3.75,1064.0,30,2,1,Arts & Sciences,Full-time,18,Transfer,Fall,$60k-$100k,No,No,2246,Yes,2.41,49,0,0,79.7,0,5,3,2,1,On-campus,No,0,2,Yes
17,Female,No,No,In-state,3.27,1109.0,21,2,3,Arts & Sciences,Full-time,15,Regular,Spring,$100k+,Yes,No,34101,No,3.42,120,0,0,55.8,12,4,6,0,0,On-campus,No,6,0,No
24,Female,No,No,In-state,3.86,1155.0,16,2,3,Engineering,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,895,Yes,2.92,57,1,0,61.5,5,3,3,3,3,On-campus,No,7,14,No
18,Male,No,No,Out-of-state,3.98,1205.0,18,5,3,Business,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,2523,No,2.85,98,0,2,86.9,19,3,1,0,2,Off-campus,No,3,4,No
17,Female,No,No,In-state,3.44,1153.0,18,4,5,Health Sciences,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,4072,Yes,2.28,24,2,1,65.1,53,3,0,1,1,Commuter,No,2,4,No
17,Male,No,No,In-state,3.88,1424.0,31,2,5,Education,Part-time,9,Regular,Fall,$100k+,No,Yes,13490,No,2.38,10,0,0,79.8,3,2,0,1,1,On-campus,No,10,0,No
17,Male,Yes,No,In-state,2.68,1281.0,18,2,1,Computer Science,Part-time,3,Regular,Fall,$100k+,Yes,Yes,14517,Yes,2.9,26,1,1,69.7,13,3,3,2,0,Off-campus,No,43,7,Yes
18,Female,Yes,No,In-state,2.89,1072.0,19,0,4,Computer Science,Full-time,15,Early Decision,Fall,$60k-$100k,Yes,Yes,34439,No,3.47,37,0,1,91.4,2,6,2,2,2,Off-campus,No,78,2,Yes
18,Female,No,No,In-state,3.29,1000.0,23,3,3,Health Sciences,Part-time,6,Regular,Fall,$60k-$100k,Yes,No,2137,No,1.47,4,1,0,57.1,24,6,1,3,1,On-campus,No,7,12,Yes
20,Male,No,Yes,Out-of-state,3.35,937.0,20,4,3,Business,Full-time,15,Regular,Fall,$30k-$60k,No,No,5329,Yes,3.02,3,0,0,70.2,4,2,2,2,3,On-campus,No,27,17,No
19,Female,No,No,In-state,3.74,1316.0,22,4,0,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,2020,No,2.8,36,0,1,91.5,4,8,1,1,1,At home,No,21,2,No
22,Male,No,No,In-state,3.3,1468.0,22,1,4,Health Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,392,No,2.9,1,0,0,93.2,5,3,2,0,2,Commuter,No,6,14,No
17,Male,No,No,In-state,3.76,1062.0,27,1,3,Business,Full-time,15,Regular,Spring,<$30k,Yes,No,991,No,2.9,95,0,0,55.6,4,0,1,2,0,Off-campus,No,22,16,Yes
17,Male,No,No,In-state,3.72,1102.0,23,1,3,Computer Science,Full-time,15,Early Decision,Spring,$100k+,No,No,33883,No,3.25,65,0,0,54.8,16,3,0,1,0,Off-campus,No,1,2,No
18,Female,Yes,No,Out-of-state,3.49,822.0,22,4,2,Arts & Sciences,Full-time,12,Transfer,Fall,$100k+,Yes,Yes,23763,No,2.88,37,2,0,89.3,9,6,0,1,0,On-campus,No,9,40,No
21,Male,Yes,No,In-state,3.69,1014.0,25,3,2,Social Sciences,Full-time,15,Regular,Spring,$30k-$60k,Yes,Yes,13688,No,3.12,120,1,0,87.4,1,2,1,1,1,Off-campus,No,30,9,No
22,Male,Yes,No,In-state,2.81,1304.0,17,3,2,Engineering,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,30043,No,2.41,18,1,2,58.0,0,4,3,2,0,On-campus,No,18,32,No
19,Female,No,No,In-state,4.0,908.0,17,6,2,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,20294,No,2.45,24,1,1,70.8,6,5,1,3,2,Commuter,No,5,7,Yes
23,Female,Yes,Yes,In-state,2.86,1255.0,28,3,1,Business,Part-time,9,Transfer,Fall,<$30k,Yes,Yes,16345,No,3.06,13,1,0,89.1,13,3,2,1,3,Commuter,No,0,0,Yes
17,Female,No,No,In-state,3.36,1501.0,24,1,2,Health Sciences,Part-time,9,Regular,Spring,$30k-$60k,No,No,2532,No,2.45,34,0,1,79.8,20,2,3,2,3,On-campus,No,51,18,No
22,Male,Yes,No,Out-of-state,2.75,1269.0,25,1,2,Business,Full-time,15,Transfer,Spring,$100k+,No,No,2690,Yes,1.82,11,1,0,71.3,6,3,2,0,0,Off-campus,No,18,4,Yes
17,Male,No,No,In-state,2.87,1245.0,28,2,7,Social Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,No,10013,Yes,2.9,45,1,0,91.0,21,5,6,2,2,Commuter,Yes,3,13,No
23,Male,No,Yes,Out-of-state,3.08,1177.0,20,2,3,Engineering,Full-time,15,Regular,Fall,$100k+,No,No,16898,No,2.92,39,0,0,68.1,31,4,1,1,3,Off-campus,No,1,5,No
21,Male,No,No,In-state,3.48,979.0,26,4,0,Health Sciences,Full-time,12,Transfer,Fall,$30k-$60k,Yes,No,12759,Yes,2.48,48,0,1,76.7,39,6,1,3,1,At home,No,12,34,No
21,Female,No,No,Out-of-state,4.0,943.0,21,7,0,Arts & Sciences,Full-time,12,Early Decision,Spring,$100k+,No,No,9381,Yes,2.96,0,2,0,63.1,12,3,2,1,2,Off-campus,No,9,15,Yes
19,Male,No,No,Out-of-state,3.59,988.0,21,6,1,Engineering,Full-time,18,Regular,Fall,$100k+,No,Yes,22148,No,3.34,42,1,0,79.8,20,7,1,1,2,Off-campus,No,10,8,No
22,Male,No,No,Out-of-state,3.12,1303.0,24,5,1,Health Sciences,Part-time,6,Early Decision,Spring,$30k-$60k,Yes,No,4232,No,2.48,2,1,0,80.4,9,2,6,1,0,On-campus,No,16,15,No
